id,name,name_grel,name_grel_star,host_id,host_name,host_name 1,host_name 2,neighbourhood,neighbourhood_case,neighbourhood_loop,neighbourhood_cluster,latitude,longitude,room_type,price,price_crazy,minimum_nights,minimum_nights_long,number_of_reviews,last_review,last_review_timeless,reviews_per_month,calculated_host_listings_count,availability_365,name_grel 1,name_grel 2,name_grel 3,name_grel 4,name_grel 5,newname
2384.0,(Hyde Park - Walk to UChicago/Theological Seminary),Hyde Park - Walk to UChicago/Theological Seminary,Hyde Park - Walk to UChicago/Theological Seminary,2613,Rebecca,Rebecca,,hyde park,Hyde Park,Hyde Park,Hyde Park,41.7888649,-87.58670891,Private room,50,,2,,137,2018-11-12T00:00:00Z,2018-11-12,2.92,1,163,Hyde Park , Walk to UChicago/Theological Seminary,,,,Hyde Park  Walk to UChicago/Theological Seminary
6715.0,(Lincoln Park Oasis - Unit 2 ONLY),Lincoln Park Oasis - Unit 2 ONLY,Lincoln Park Oasis - Unit 2 ONLY,15365,Reem,Reem,,OHARE,Ohare,Ohare,O'Hare,41.92926222,-87.66009125,Entire home/apt,255,,4,,93,2018-08-12T00:00:00Z,2018-08-12,0.81,2,303,Lincoln Park Oasis , Unit 2 ONLY,,,,Lincoln Park Oasis  Unit 2 ONLY
7126.0,(Tiny Studio Apartment 94 Walk Score),Tiny Studio Apartment 94 Walk Score,Tiny Studio Apartment 94 Walk Score,17928,Sarah,Sarah,,West Town,West Town,West Town,West Town,41.90289494,-87.6818216,Entire home/apt,80,,2,,321,2018-10-29T00:00:00Z,2018-10-29,2.81,1,362,Tiny Studio Apartment 94 Walk Score,,,,,
9811.0,(Barbara's Hideaway - Old Town),Barbara's Hideaway - Old Town,Barbara's Hideaway - Old Town,33004,At Home Inn,At Home Inn,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91768924,-87.63787944,Entire home/apt,150,,3,,33,2018-10-14T00:00:00Z,2018-10-14,0.59,9,350,Barbara's Hideaway , Old Town,,,,Barbara's Hideaway  Old Town
10610.0,(3 Comforts of Cooperative Living),3 Comforts of Cooperative Living,3 Comforts of Cooperative Living,2140,Lois And Ed,Lois,Ed,hyde park,Hyde Park,Hyde Park,Hyde Park,41.79708495,-87.59194894,Private room,35,,2,,31,2018-07-29T00:00:00Z,2018-07-29,0.63,5,179,3 Comforts of Cooperative Living,,,,,
10945.0,(The Biddle House (#1)),The Biddle House (#1),The Biddle House (#1),33004,At Home Inn,At Home Inn,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91182685,-87.63999816,Entire home/apt,215,,3,,9,2018-11-05T00:00:00Z,2018-11-05,0.16,9,357,The Biddle House (#1),,,,,
12068.0,(Chicago GOLD COAST 1 Bedroom Condo),Chicago GOLD COAST 1 Bedroom Condo,Chicago GOLD COAST 1 Bedroom Condo,40731,Dominic,Dominic,,Near North Side,Near North Side,Near North Side,Near North Side,41.9045209,-87.63320022,Entire home/apt,99,,165,,8,2017-10-24T00:00:00Z,2017-10-24,0.18,2,303,Chicago GOLD COAST 1 Bedroom Condo,,,,,
12140.0,(Lincoln Park Guest House),Lincoln Park Guest House,Lincoln Park Guest House,46734,Sharon And Robert,Sharon,Robert,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92335308,-87.64950966,Private room,289,,2,,4,2018-10-17T00:00:00Z,2018-10-17,0.1,1,169,Lincoln Park Guest House,,,,,
22362.0,(*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **),*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **,Luxury in Chicago 2BR/ 2Ba / Parking / BBQ,85811,Craig,Craig,,West Town,West Town,West Town,West Town,41.89616805,-87.66041074,Entire home/apt,99,,60,,9,2014-10-12T00:00:00Z,2014-10-12,0.15,1,280,*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **,,,,,
22651.0,(beautifully furnished 3 bed/1bath 1),beautifully furnished 3 bed/1bath 1,beautifully furnished 3 bed/1bath 1,87231,Jeff And JoAnne,Jeff,JoAnne,Lake view,Lake View,Lake View,Lake View,41.94910517,-87.65790583,Entire home/apt,185,,1,,174,2018-10-21T00:00:00Z,2018-10-21,1.69,17,71,beautifully furnished 3 bed/1bath 1,,,,,
24833.0,(Private Apt 1 Block to Fullerton L Red Line - Deck),Private Apt 1 Block to Fullerton L Red Line - Deck,Private Apt 1 Block to Fullerton L Red Line - Deck,101521,Red,Red,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92679107,-87.65521134,Entire home/apt,99,,32,,37,2018-07-29T00:00:00Z,2018-07-29,0.36,4,341,Private Apt 1 Block to Fullerton L Red Line , Deck,,,,Private Apt 1 Block to Fullerton L Red Line  Deck
25267.0,(Wrigleyville beautifully furnished 3 bedroom #2),Wrigleyville beautifully furnished 3 bedroom #2,Wrigleyville beautifully furnished 3 bedroom #2,87231,Jeff And JoAnne,Jeff,JoAnne,Lake view,Lake View,Lake View,Lake View,41.94750674,-87.65928449,Entire home/apt,105,,1,,166,2018-10-21T00:00:00Z,2018-10-21,1.67,17,64,Wrigleyville beautifully furnished 3 bedroom #2,,,,,
25269.0,"(Old Town, Furnished 2 bedroom: SWG)","Old Town, Furnished 2 bedroom: SWG","Old Town, Furnished 2 bedroom: SWG",87231,Jeff And JoAnne,Jeff,JoAnne,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.9142263,-87.63846122,Entire home/apt,115,,1,,172,2018-10-15T00:00:00Z,2018-10-15,1.68,17,165,"Old Town, Furnished 2 bedroom: SWG",,,,,
25879.0,(Top 2/1Block to Fullerton L Red Line Deck & Yard),Top 2/1Block to Fullerton L Red Line Deck & Yard,Top 2/1Block to Fullerton L Red Line Deck & Yard,101521,Red,Red,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92693453,-87.65752711,Entire home/apt,99,,32,,43,2017-09-18T00:00:00Z,2017-09-18,0.42,4,162,Top 2/1Block to Fullerton L Red Line Deck & Yard,,,,,
37738.0,(Andersonville - Perfect location!),Andersonville - Perfect location!,Andersonville - Perfect location,162364,Mat	And	Randy,Mat,Randy,Uptown,Uptown,Uptown,Uptown,41.97384553,-87.66538939,Private room,74,,3,,240,2018-10-29T00:00:00Z,2018-10-29,2.37,1,234,Andersonville , Perfect location!,,,,Andersonville  Perfect location!
39742.0,(Central guestroom! Walk everywhere!),Central guestroom! Walk everywhere!,Central guestroom Walk everywhere,170758,Eric,Eric,,Near North Side,Near North Side,Near North Side,Near North Side,41.8937749,-87.63465211,Private room,75,,3,,452,2018-10-21T00:00:00Z,2018-10-21,4.59,1,17,Central guestroom! Walk everywhere!,,,,,
44020.0,(2 Bedroom 1 Block to Fullerton L - Garage Avail),2 Bedroom 1 Block to Fullerton L - Garage Avail,2 Bedroom 1 Block to Fullerton L - Garage Avail,101521,Red,Red,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.9267303,-87.65730729,Entire home/apt,80,,32,,50,2017-10-01T00:00:00Z,2017-10-01,0.57,4,235,2 Bedroom 1 Block to Fullerton L , Garage Avail,,,,2 Bedroom 1 Block to Fullerton L  Garage Avail
46151.0,( Furnished Junior 1 Bedroom :SW1R),Furnished Junior 1 Bedroom :SW1R,Furnished Junior 1 Bedroom :SW1R,87231,Jeff And JoAnne,Jeff,JoAnne,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91330636,-87.63964488,Entire home/apt,75,,1,,223,2018-10-27T00:00:00Z,2018-10-27,2.24,17,85,Furnished Junior 1 Bedroom :SW1R,,,,,
46154.0,(Old Town Lincoln Park studio: 2F),Old Town Lincoln Park studio: 2F,Old Town Lincoln Park studio: 2F,87231,Jeff And JoAnne,Jeff,JoAnne,OHare,Ohare,Ohare,O'Hare,41.91287206,-87.63978767,Entire home/apt,65,,1,,219,2018-10-21T00:00:00Z,2018-10-21,2.21,17,75,Old Town Lincoln Park studio: 2F,,,,,
49893.0,(1 Bedrm 1 block from Wrigley Field),1 Bedrm 1 block from Wrigley Field,1 Bedrm 1 block from Wrigley Field,87231,Jeff And JoAnne,Jeff,JoAnne,Lake view,Lake View,Lake View,Lake View,41.9491833,-87.65845859,Entire home/apt,70,,1,,257,2018-10-29T00:00:00Z,2018-10-29,2.6,17,45,1 Bedrm 1 block from Wrigley Field,,,,,
53497.0,(#Wrigley 2 BD /2 Bath Duplex: OD2F),#Wrigley 2 BD /2 Bath Duplex: OD2F,#Wrigley 2 BD /2 Bath Duplex: OD2F,87231,Jeff And JoAnne,Jeff,JoAnne,Lake view,Lake View,Lake View,Lake View,41.9354095,-87.66711359,Entire home/apt,95,,1,,75,2018-10-28T00:00:00Z,2018-10-28,0.76,17,54,#Wrigley 2 BD /2 Bath Duplex: OD2F,,,,,
56802.0,(Beautiful 2 BR Old Town Lincoln Pk),Beautiful 2 BR Old Town Lincoln Pk,Beautiful 2 BR Old Town Lincoln Pk,87231,Jeff And JoAnne,Jeff,JoAnne,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91264188,-87.63979374,Entire home/apt,155,,1,,243,2018-10-22T00:00:00Z,2018-10-22,2.53,17,50,Beautiful 2 BR Old Town Lincoln Pk,,,,,
71930.0,"(Rest, Relax and Explore)","Rest, Relax and Explore","Rest, Relax and Explore",334241,Michael And Veronica,Michael,Veronica,West Town,West Town,West Town,West Town,41.89686555,-87.67988892,Private room,57,,4,,50,2018-10-28T00:00:00Z,2018-10-28,0.55,2,137,"Rest, Relax and Explore",,,,,
79101.0,(5 ST?R Cubs/Riviera/AragonTRAIN2Bdrms/Ba),5 ST?R Cubs/Riviera/AragonTRAIN2Bdrms/Ba,5 ST?R Cubs/Riviera/AragonTRAIN2Bdrms/Ba,272671,Two For The Road,Two For The Road,,Uptown,Uptown,Uptown,Uptown,41.96792406,-87.65756861,Private room,180,,2,,146,2018-10-14T00:00:00Z,2018-10-14,1.57,4,365,5 ST?R Cubs/Riviera/AragonTRAIN2Bdrms/Ba,,,,,
80640.0,(charming Logan Sqare 2bdrm greystone on Blue Line),charming Logan Sqare 2bdrm greystone on Blue Line,charming Logan Sqare 2bdrm greystone on Blue Line,376916,Dean,Dean,,Logan Square,Logan Square,Logan Square,Logan Square,41.92462101,-87.70468435,Entire home/apt,155,,2,,50,2018-10-21T00:00:00Z,2018-10-21,0.57,1,362,charming Logan Sqare 2bdrm greystone on Blue Line,,,,,
84042.0,(The Explorer Room),The Explorer Room,The Explorer Room,334241,Michael And Veronica,Michael,Veronica,West Town,West Town,West Town,West Town,41.89693077,-87.68032886,Private room,57,,3,,47,2018-10-30T00:00:00Z,2018-10-30,0.51,2,167,The Explorer Room,,,,,
110705.0,(Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/),Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,Fab Value/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,272671,Two For The Road,Two For The Road,,Uptown,Uptown,Uptown,Uptown,41.96930174,-87.65621311,Private room,99,,2,,131,2018-11-11T00:00:00Z,2018-11-11,1.44,4,360,Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,,,,,
126280.0,"(Near Lake, Wrigley and Weiss Hospital)","Near Lake, Wrigley and Weiss Hospital","Near Lake, Wrigley and Weiss Hospital",626517,Gail,Gail,,Uptown,Uptown,Uptown,Uptown,41.96803815,-87.65122779,Private room,48,,3,,137,2018-10-15T00:00:00Z,2018-10-15,1.52,1,214,"Near Lake, Wrigley and Weiss Hospital",,,,,
131096.0,(Reliable Host + Comfy Double Bed),Reliable Host + Comfy Double Bed,Reliable Host + Comfy Double Bed,645234,Carol,Carol,,Avondale,Avondale,Avondale,Avondale,41.93361219,-87.71976646,Private room,80,,4,,91,2018-08-13T00:00:00Z,2018-08-13,2.52,1,0,Reliable Host + Comfy Double Bed,,,,,
144840.0,(Great 3 Bedroom in Great Wrigley/Lakeview Location),Great 3 Bedroom in Great Wrigley/Lakeview Location,Great 3 Bedroom in Great Wrigley/Lakeview Location,701615,Daniel,Daniel,,Lake view,Lake View,Lake View,Lake View,41.9407942,-87.65763171,Entire home/apt,225,,2,,2,2018-10-09T00:00:00Z,2018-10-09,0.06,1,284,Great 3 Bedroom in Great Wrigley/Lakeview Location,,,,,
145659.0,(Trendy Roscoe Village 3BR/2BR walk to shops),Trendy Roscoe Village 3BR/2BR walk to shops,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,Joe,,North Center,North Center,North Center,North Center,41.94363982,-87.68154739,Entire home/apt,275,,2,,11,2018-10-16T00:00:00Z,2018-10-16,0.29,20,362,Trendy Roscoe Village 3BR/2BR walk to shops,,,,,
145690.0,(4BR/2BR Walk to North Ave Beach & Zoo~Close to El),4BR/2BR Walk to North Ave Beach & Zoo~Close to El,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,Joe,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91350805,-87.63929446,Entire home/apt,475,,2,,35,2018-10-09T00:00:00Z,2018-10-09,0.83,20,354,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,,,,,
165952.0,"(Two Bedroom, One Bathroom Apartment)","Two Bedroom, One Bathroom Apartment","Two Bedroom, One Bathroom Apartment",791089,Conrad,Conrad,,Lake view,Lake View,Lake View,Lake View,41.94274277,-87.67321401,Entire home/apt,198,,3,,58,2018-10-14T00:00:00Z,2018-10-14,0.65,4,365,"Two Bedroom, One Bathroom Apartment",,,,,
166667.0,(Cozy Garden Studio ),Cozy Garden Studio,Cozy Garden Studio,791089,Conrad,Conrad,,North Center,North Center,North Center,North Center,41.9427444,-87.67377761,Entire home/apt,125,,3,,77,2018-10-29T00:00:00Z,2018-10-29,0.86,4,365,Cozy Garden Studio,,,,,
166706.0,"(Three Bedroom, Two Bathroom Combo Apartment)","Three Bedroom, Two Bathroom Combo Apartment","Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,Conrad,,Lake view,Lake View,Lake View,Lake View,41.94221334,-87.6732679,Entire home/apt,280,,3,,21,2017-07-10T00:00:00Z,2017-07-10,0.24,4,365,"Three Bedroom, Two Bathroom Combo Apartment",,,,,
172616.0,(ALONZO:Art-filled Flat in the Ukrainian Village),ALONZO:Art-filled Flat in the Ukrainian Village,ALONZO:Art-filled Flat in the Ukrainian Village,3908,Layne,Layne,,West Town,West Town,West Town,West Town,41.89752659,-87.67315488,Entire home/apt,145,,3,,56,2018-07-30T00:00:00Z,2018-07-30,0.63,1,228,ALONZO:Art,filled Flat in the Ukrainian Village,,,,ALONZO:Artfilled Flat in the Ukrainian Village
175511.0,(1BR/1BA Suite in Chicago),1BR/1BA Suite in Chicago,1BR/1BA Suite in Chicago,837429,Petru,Petru,,Irving Park,Irving Park,Irving Park,Irving Park,41.96011818,-87.72157979,Entire home/apt,67,,2,,19,2018-10-29T00:00:00Z,2018-10-29,0.22,2,287,1BR/1BA Suite in Chicago,,,,,
184764.0,(Room w/private bath -kid friendly),Room w/private bath -kid friendly,Room w/private bath -kid friendly,886362,Julie,Julie,,Portage Park,Portage Park,Portage Park,Portage Park,41.94325158,-87.75403381,Private room,85,,3,,159,2018-10-28T00:00:00Z,2018-10-28,1.8,1,285,Room w/private bath ,kid friendly,,,,Room w/private bath kid friendly
189821.0,(Private Apartment Hip Logan Square),Private Apartment Hip Logan Square,Private Apartment Hip Logan Square,899757,Meighan,Meighan,,Logan Square,Logan Square,Logan Square,Logan Square,41.92972929,-87.70119754,Entire home/apt,125,,2,,397,2018-11-12T00:00:00Z,2018-11-12,4.55,1,237,Private Apartment Hip Logan Square,,,,,
192652.0,(Urban Oasis--Wicker Park Vintage),Urban Oasis--Wicker Park Vintage,Urban Oasis--Wicker Park Vintage,906713,Stephanie,Stephanie,,West Town,West Town,West Town,West Town,41.9013595,-87.679734,Private room,70,,2,,304,2018-10-29T00:00:00Z,2018-10-29,3.44,2,154,Urban Oasis,,Wicker Park Vintage,,,Urban Oasis
207218.0,(Historic Pullman Artist Flat),Historic Pullman Artist Flat,Historic Pullman Artist Flat,1019125,Jb,Jb,,Pullman,Pullman,Pullman,Pullman,41.68830467,-87.60892493,Entire home/apt,90,,1,,233,2018-11-04T00:00:00Z,2018-11-04,2.66,1,358,Historic Pullman Artist Flat,,,,,
221109.0,(1 Bedroom Apartment -Noble Square),1 Bedroom Apartment -Noble Square,1 Bedroom Apartment -Noble Square,1146738,Zeyna,Zeyna,,West Town,West Town,West Town,West Town,41.89272704,-87.65653716,Entire home/apt,115,,4,,108,2018-10-27T00:00:00Z,2018-10-27,1.25,1,90,1 Bedroom Apartment ,Noble Square,,,,1 Bedroom Apartment Noble Square
223777.0,(Bohemiam Bedroom in Hip 'Hood),Bohemiam Bedroom in Hip 'Hood,Bohemiam Bedroom in Hip 'Hood,1163561,Elizabeth And Mike,Elizabeth,Mike,West Town,West Town,West Town,West Town,41.90121895,-87.69640926,Private room,70,,1,,39,2018-06-24T00:00:00Z,2018-06-24,0.62,1,359,Bohemiam Bedroom in Hip 'Hood,,,,,
225314.0,(Cozy & comfy with AC close to California Blue Line),Cozy & comfy with AC close to California Blue Line,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,Jillian,,Logan Square,Logan Square,Logan Square,Logan Square,41.92542935,-87.69592682,Private room,75,,2,,18,2017-09-16T00:00:00Z,2017-09-16,0.23,1,358,Cozy & comfy with AC close to California Blue Line,,,,,
228273.0,(Amazing Lincoln Park Location!!),Amazing Lincoln Park Location!!,Amazing Lincoln Park Location,1190842,Brandon,Br,on,O?Hare,O?Hare,O?Hare,O'Hare,41.9312564,-87.65227338,Private room,109,,2,,51,2018-10-08T00:00:00Z,2018-10-08,0.59,1,354,Amazing Lincoln Park Location!!,,,,,
230836.0,(Huge Bedroom with pvt marble bath),Huge Bedroom with pvt marble bath,Huge Bedroom with pvt marble bath,1185573,Graz Anton,Graz Anton,,Uptown,Uptown,Uptown,Uptown,41.96331169,-87.66088494,Private room,125,,365,1,4,2013-06-13T00:00:00Z,2013-06-13,0.06,3,365,Huge Bedroom with pvt marble bath,,,,,
233933.0,(BROWN ROOM W/PRIVATE BATH-WALK TO TRAIN),BROWN ROOM W/PRIVATE BATH-WALK TO TRAIN,BROWN ROOM W/PRIVATE BATH-WALK TO TRAIN,1224828,Tippi,Tippi,,Irving Park,Irving Park,Irving Park,Irving Park,41.95602263,-87.72780856,Private room,45,,2,,132,2018-10-28T00:00:00Z,2018-10-28,1.53,2,356,BROWN ROOM W/PRIVATE BATH,WALK TO TRAIN,,,,BROWN ROOM W/PRIVATE BATHWALK TO TRAIN
234442.0,(Beautifully Furnished Studio SW2R),Beautifully Furnished Studio SW2R,Beautifully Furnished Studio SW2R,87231,Jeff And JoAnne,Jeff,JoAnne,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91336569,-87.63918044,Entire home/apt,85,,1,,199,2018-10-14T00:00:00Z,2018-10-14,2.3,17,54,Beautifully Furnished Studio SW2R,,,,,
236792.0,(Modern Luxury Condo in Lakeview),Modern Luxury Condo in Lakeview,Modern Luxury Condo in Lakeview,1241447,Dana,Dana,,Uptown,Uptown,Uptown,Uptown,41.9593949,-87.65440933,Entire home/apt,165,,3,,53,2018-10-28T00:00:00Z,2018-10-28,0.77,1,364,Modern Luxury Condo in Lakeview,,,,,
241514.0,(Gay friendly apartment in Chicago),Gay friendly apartment in Chicago,Gay friendly apartment in Chicago,1267472,Pedro,Pedro,,Edgewater,Edgewater,Edgewater,Edgewater,41.99075202,-87.66556963,Private room,55,,2,,141,2018-09-11T00:00:00Z,2018-09-11,1.65,1,124,Gay friendly apartment in Chicago,,,,,
242751.0,(Junior 1 bedroom in Old Town :SW1F),Junior 1 bedroom in Old Town :SW1F,Junior 1 bedroom in Old Town :SW1F,87231,Jeff And JoAnne,Jeff,JoAnne,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91290649,-87.63838881,Entire home/apt,75,,1,,235,2018-10-27T00:00:00Z,2018-10-27,2.75,17,80,Junior 1 bedroom in Old Town :SW1F,,,,,
248791.0,(Quiet Bedroom/ARAGON/Train),Quiet Bedroom/ARAGON/Train,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,Two For The Road,,Uptown,Uptown,Uptown,Uptown,41.96797301,-87.65791273,Private room,90,,2,,93,2018-11-03T00:00:00Z,2018-11-03,1.09,4,362,Quiet Bedroom/ARAGON/Train,,,,,
250354.0,(Close to Michigan Ave and parks),Close to Michigan Ave and parks,Close to Michigan Ave and parks,1311953,Ronald,Ronald,,Near South Side,Near South Side,Near South Side,Near South Side,41.86050783,-87.62398901,Entire home/apt,170,,180,,39,2018-04-25T00:00:00Z,2018-04-25,0.46,1,352,Close to Michigan Ave and parks,,,,,
258253.0,(Newly Constructed Studio Apartment Unit 4),Newly Constructed Studio Apartment Unit 4,Newly Constructed Studio Apartment Unit 4,1358243,June,June,,West Ridge,West Ridge,West Ridge,West Ridge,42.00692144,-87.68437535,Entire home/apt,48,,31,,17,2018-11-04T00:00:00Z,2018-11-04,0.2,1,358,Newly Constructed Studio Apartment Unit 4,,,,,
261509.0,(You'll love Chicago! Guaranteed!),You'll love Chicago! Guaranteed!,You'll love Chicago Guaranteed,858008,Kassie,Kassie,,Near North Side,Near North Side,Near North Side,Near North Side,41.90314235,-87.63493569,Entire home/apt,149,,32,,61,2018-08-27T00:00:00Z,2018-08-27,0.75,1,360,You'll love Chicago! Guaranteed!,,,,,
265238.0,(Bohemian Chic in the heart of Lincoln Square),Bohemian Chic in the heart of Lincoln Square,Bohemian Chic in the heart of Lincoln Square,1382472,Ani,Ani,,North Center,North Center,North Center,North Center,41.96084084,-87.68462971,Entire home/apt,75,,90,,0,,,,1,211,Bohemian Chic in the heart of Lincoln Square,,,,,
267299.0,(Family Style Home-walk to Aragon/Riviera),Family Style Home-walk to Aragon/Riviera,Family Style Home-walk to Aragon/Riviera,272671,Two For The Road,Two For The Road,,Uptown,Uptown,Uptown,Uptown,41.96924262,-87.65807228,Entire home/apt,750,,1,,16,2014-04-25T00:00:00Z,2014-04-25,0.19,4,357,Family Style Home,walk to Aragon/Riviera,,,,Family Style Homewalk to Aragon/Riviera
267646.0,(Logan Square Classic Bungalow),Logan Square Classic Bungalow,Logan Square Classic Bungalow,1313038,Mark,Mark,,Logan Square,Logan Square,Logan Square,Logan Square,41.92716147,-87.70470573,Private room,97,,2,,127,2018-10-15T00:00:00Z,2018-10-15,1.5,1,363,Logan Square Classic Bungalow,,,,,
272728.0,(Quiet room in Quiet neighborhood!),Quiet room in Quiet neighborhood!,Quiet room in Quiet neighborhood,1426804,Afri,Afri,,Chatham,Chatham,Chatham,Chatham,41.72762917,-87.6130718,Private room,40,,2,,209,2018-08-26T00:00:00Z,2018-08-26,2.51,1,170,Quiet room in Quiet neighborhood!,,,,,
275496.0,(Downtown 3BR/2BA Loft & Amazing River View),Downtown 3BR/2BA Loft & Amazing River View,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,Jim,,Near West Side,Near West Side,Near West Side,Near West Side,41.88622735,-87.64040211,Entire home/apt,175,,360,1,10,2014-11-08T00:00:00Z,2014-11-08,0.19,1,364,Downtown 3BR/2BA Loft & Amazing River View,,,,,
289689.0,"(30 Day+ Med student, interns & interim stays.)","30 Day+ Med student, interns & interim stays.","30 Day+ Med student, interns & interim stays.",1376077,Killian,Killian,,Edgewater,Edgewater,Edgewater,Edgewater,41.97793863,-87.6576357,Private room,25,,30,,56,2018-09-22T00:00:00Z,2018-09-22,0.67,1,216,"30 Day+ Med student, interns & interim stays.",,,,,
289884.0,(Sunny Carriage House w/ Private Bathroom & Laundry),Sunny Carriage House w/ Private Bathroom & Laundry,Sunny Carriage House w/ Private Bathroom & Laundry,1500490,Hailey,Hailey,,Logan Square,Logan Square,Logan Square,Logan Square,41.92410783,-87.68525131,Private room,125,,2,,78,2018-09-30T00:00:00Z,2018-09-30,1.0,1,365,Sunny Carriage House w/ Private Bathroom & Laundry,,,,,
290155.0,(Free Nights.Minutes to McCormick Place And City),Free Nights.Minutes to McCormick Place And City,Free Nights.Minutes to McCormick Place And City,1505878,Bob,Bob,,Bridgeport,Bridgeport,Bridgeport,Bridgeport,41.82701785,-87.63966882,Entire home/apt,131,,3,,33,2018-10-14T00:00:00Z,2018-10-14,0.4,2,9,Free Nights.Minutes to McCormick Place And City,,,,,
298321.0,(nice room with king size bed),nice room with king size bed,nice room with king size bed,1537881,Marko,Marko,,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.78215833,-87.59026583,Private room,39,,2,,44,2018-09-24T00:00:00Z,2018-09-24,0.55,1,361,nice room with king size bed,,,,,
308331.0,"(Charming, Cozy and Comfortable Condo)","Charming, Cozy and Comfortable Condo","Charming, Cozy and Comfortable Condo",1546210,Dawn,Dawn,,Edgewater,Edgewater,Edgewater,Edgewater,41.98566814,-87.6604964,Private room,65,,1,,34,2018-11-11T00:00:00Z,2018-11-11,1.34,1,357,"Charming, Cozy and Comfortable Condo",,,,,
312192.0,(Free Nights.Near Everything and McCormick Place),Free Nights.Near Everything and McCormick Place,Free Nights.Near Everything and McCormick Place,1505878,Bob,Bob,,Bridgeport,Bridgeport,Bridgeport,Bridgeport,41.82767016,-87.63959057,Entire home/apt,142,,3,,27,2018-10-10T00:00:00Z,2018-10-10,0.56,2,90,Free Nights.Near Everything and McCormick Place,,,,,
313227.0,(WHOLE PRIVATE FLOOR near Train),WHOLE PRIVATE FLOOR near Train,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,Cheryl,,Albany Park,Albany Park,Albany Park,Albany Park,41.96331303,-87.70915598,Entire home/apt,85,,3,,47,2017-07-17T00:00:00Z,2017-07-17,0.58,1,313,WHOLE PRIVATE FLOOR near Train,,,,,
325842.0,(Lincoln Park Sunny Modern Home),Lincoln Park Sunny Modern Home,Lincoln Park Sunny Modern Home,1666599,Caroline,Caroline,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92026289,-87.6589159,Entire home/apt,379,,6,,25,2018-09-22T00:00:00Z,2018-09-22,0.31,1,358,Lincoln Park Sunny Modern Home,,,,,
345075.0,"(Spacious, Vintage Hyde Park Apt.)","Spacious, Vintage Hyde Park Apt.","Spacious, Vintage Hyde Park Apt.",1746524,Patricia,Patricia,,Kenwood,Kenwood,Kenwood,Kenwood,41.8077042,-87.59435759,Private room,85,,2,,213,2018-10-28T00:00:00Z,2018-10-28,2.64,1,346,"Spacious, Vintage Hyde Park Apt.",,,,,
349265.0,(Historic Chicago Home - Hyde Park),Historic Chicago Home - Hyde Park,Historic Chicago Home - Hyde Park,1517871,Jon,Jon,,hyde park,Hyde Park,Hyde Park,Hyde Park,41.8008596,-87.58948398,Entire home/apt,375,,7,,8,2018-09-17T00:00:00Z,2018-09-17,0.1,2,342,Historic Chicago Home , Hyde Park,,,,Historic Chicago Home  Hyde Park
350347.0,(Lounge in a Luxury Loft near Wrigley Field),Lounge in a Luxury Loft near Wrigley Field,Lounge in a Luxury Loft near Wrigley Field,845242,Jay And Elisa,Jay,Elisa,Lake view,Lake View,Lake View,Lake View,41.9398563,-87.65472987,Entire home/apt,136,,3,,400,2018-11-08T00:00:00Z,2018-11-08,4.9,1,227,Lounge in a Luxury Loft near Wrigley Field,,,,,
372929.0,(Lux Urban 3BR/3BA Duplex + Parking!),Lux Urban 3BR/3BA Duplex + Parking!,Lux Urban 3BR/3BA Duplex + Parking,1876597,The Adventurers,The Adventurers,,West Town,West Town,West Town,West Town,41.89862159,-87.65597415,Entire home/apt,295,,1,,179,2018-11-04T00:00:00Z,2018-11-04,2.45,2,347,Lux Urban 3BR/3BA Duplex + Parking!,,,,,
